oms_score,sex,race,pb,p1,p2,p3,p4,p5,ac,id
81.44313,M,2,MI,MI,MP,MS,FA,SC,1,954
81.437431,M,1,AD,AD,IN,FA,MI,EN,1,955
81.43454,M,1,SC,IN,SC,FA,AR,TC,1,956
81.424828,M,1,MI,MI,AR,FA,IN,MP,1,957
81.414619,M,4,SC,SC,EN,FA,MP,IN,3,958
81.370667,M,1,OD,AV,OD,MI,EN,AR,1,959
81.354576,M,1,MI,MI,AR,IN,MP,FA,1,960
81.338623,M,1,MP,AR,MP,EN,MS,SC,1,961
81.330566,F,1,QM,QM,MS,MP,AG,TC,2,962
81.327553,M,1,CM,CM,MP,TC,AR,MI,1,963
81.321808,M,1,MI,MI,EN,TC,QM,FA,1,964
81.319,M,4,TC,TC,SC,EN,MP,AR,1,965
81.3172,F,1,AD,MP,EN,AD,MI,OD,2,966
81.315384,M,1,FI,FI,AR,SC,TC,AG,2,967
81.30851,M,1,SC,IN,SC,AD,FA,AR,1,968
81.306908,M,1,SC,IN,SC,AD,EN,FA,1,969
81.246666,M,1,MI,MI,AR,FA,MP,AD,3,970
81.239174,M,1,FA,AR,FA,MI,MP,IN,1,971
81.234512,M,1,MI,MI,AR,MP,FA,SC,1,972
81.209236,M,4,FA,MI,EN,FA,AR,FI,2,973
81.203201,M,1,AD,AD,QM,TC,OD,AR,1,974
81.195282,M,1,FA,AR,EN,FA,IN,MI,1,975
81.194672,M,4,AG,MI,AG,QM,AD,MS,2,976
81.191719,M,1,EN,IN,EN,FA,SC,QM,1,977
81.183449,M,4,MP,IN,MP,EN,AR,SC,1,978
81.16716,M,1,EN,IN,EN,AR,MP,FA,1,979
81.166702,M,1,EN,IN,EN,AR,FA,MI,1,980
81.164063,M,1,FA,AR,FA,MP,IN,OD,3,981
81.163666,M,1,FA,AR,MI,FA,EN,SC,1,982
81.148994,F,1,AG,AG,MS,MI,QM,SC,1,983
81.135231,M,1,SC,IN,MI,SC,FA,EN,2,984
81.127228,M,1,AG,AG,SC,QM,AR,FI,1,985
81.126167,M,1,AG,AG,MS,QM,EN,TC,1,986
81.120148,M,1,MI,MI,AR,IN,EN,FA,1,987
81.114532,M,1,SC,SC,MI,FA,IN,MP,1,988
81.101044,M,1,TC,EN,MP,TC,FA,SC,4,989
81.094254,M,1,EN,AV,EN,MS,AR,IN,3,990
81.06572,M,1,AG,AG,QM,TC,AD,FI,1,991
81.061333,F,1,MI,MI,MS,MP,SC,FI,1,992
81.046417,M,1,FA,AR,FA,MP,AG,AD,2,993
81.035172,M,1,AD,IN,AR,AD,EN,FA,3,994
81.026978,M,1,MI,MI,EN,IN,AR,AD,1,995
81.008369,F,2,MS,MS,AG,FI,MI,CM,1,996
80.99881,F,1,AG,MS,AG,MI,QM,SC,1,997
80.984184,M,1,EN,EN,SC,MI,IN,AR,1,998
80.978806,F,1,MS,MS,MP,FA,SC,MI,3,999
80.977608,M,1,SC,SC,EN,AD,FA,AR,1,1000
80.938377,M,1,FA,IN,FA,EN,AR,MP,2,1001
80.910599,M,1,MS,MS,SC,MP,AR,AD,1,1002
80.901207,M,1,MI,MI,SC,EN,FA,MP,1,1003
80.899406,F,1,MP,MP,MI,MS,SC,EN,1,1004
80.896454,M,1,SC,AV,SC,IN,MS,EN,2,1005
80.894745,M,1,CM,CM,EN,MI,MP,IN,1,1006
80.879921,M,1,MI,MI,AG,EN,OD,IN,1,1007
80.87529,M,1,MS,AV,MS,EN,IN,MP,1,1008
80.862,F,1,TC,MS,TC,MP,SC,OD,3,1009
80.855522,M,1,FA,IN,AR,FA,MI,SC,3,1010
80.854012,F,4,SC,FI,SC,MS,EN,MI,3,1011
80.852196,M,3,FI,FI,QM,AD,CM,SC,2,1012
80.84256,F,1,MS,MS,AG,CM,SC,MI,3,1013
80.831673,M,1,AD,AD,SC,TC,AG,OD,2,1014
80.821152,M,1,SC,SC,AR,QM,MI,AD,2,1015
80.80246,M,1,OD,MI,OD,MP,EN,AR,2,1016
80.796211,M,2,AG,MS,AG,SC,IN,MP,1,1017
80.786568,M,1,AD,AV,AD,MI,SC,EN,2,1018
80.773788,M,4,SC,SC,MI,FA,AG,FI,3,1019
80.773094,F,2,MS,MS,QM,AG,EN,SC,1,1020
80.77224,M,2,MS,MS,FI,FA,AG,SC,2,1021
80.764458,M,1,SC,SC,FA,QM,TC,EN,2,1022
80.751923,M,1,AD,AD,MP,AR,FA,IN,1,1023
80.730331,M,1,SC,IN,SC,QM,FA,EN,2,1024
80.719231,M,1,FA,FA,AR,EN,IN,AD,3,1025
80.716873,F,1,MI,MI,MP,EN,OD,MS,1,1026
80.711433,M,1,MI,MI,EN,FA,AR,IN,1,1027
80.706772,M,1,MI,MI,AR,FA,IN,EN,1,1028
80.655083,M,1,MP,AR,MP,FA,IN,AD,1,1029
80.636208,M,1,EN,EN,OD,IN,AR,FA,3,1030
80.63282,M,1,EN,EN,IN,AR,FA,AD,1,1031
80.630165,M,2,SC,AV,SC,MS,AR,QM,2,1032
80.62413,M,1,AD,AD,SC,EN,FI,FA,1,1033
80.618423,M,1,FA,EN,FA,MS,AG,MI,4,1034
80.609306,M,1,SC,SC,IN,AR,MI,EN,3,1035
80.597153,F,2,MS,MS,MI,AG,FI,QM,1,1036
80.588867,M,1,SC,SC,EN,FA,FI,MI,3,1037
80.585602,M,1,QM,MI,QM,TC,AD,CM,1,1038
80.584,F,1,AG,EN,AG,QM,MI,SC,1,1039
80.571526,M,1,MI,AR,MI,SC,IN,MP,3,1040
80.562714,M,3,OD,MP,OD,AR,AD,FA,1,1041
80.557404,M,1,MI,MI,QM,AR,MP,TC,1,1042
80.545189,M,4,AG,MS,AG,SC,AR,QM,3,1043
80.523849,F,1,TC,MI,TC,MP,MS,AD,1,1044
80.520279,M,3,AG,MP,IN,AG,QM,EN,1,1045
80.519119,M,1,SC,IN,EN,SC,AR,FA,1,1046
80.517662,M,3,QM,QM,MS,OD,FA,AG,1,1047
80.502632,M,1,SC,SC,EN,AR,FA,MI,1,1048
80.500839,M,1,AD,AV,MS,AD,SC,AR,1,1049
80.491486,F,1,QM,QM,AG,SC,MP,OD,3,1050
80.476585,M,1,EN,IN,EN,AR,FA,MP,1,1051
80.472061,M,3,QM,QM,SC,MS,AD,AG,1,1052
80.471855,M,1,SC,MS,SC,EN,OD,MI,2,1053
80.468391,M,1,FA,AR,FA,EN,MP,MI,1,1054
80.457817,M,1,TC,EN,TC,QM,AR,FA,2,1055
80.451866,M,2,QM,QM,MI,IN,FI,AR,2,1056
80.451637,M,2,MI,MI,MP,AR,SC,EN,1,1057
80.450287,M,1,MI,MI,QM,AR,AG,MS,1,1058
80.448509,M,1,FA,FA,SC,AG,AV,EN,1,1059
80.445518,M,1,FA,FA,MP,OD,AR,IN,1,1060
80.440041,M,1,FA,AR,FA,AD,TC,IN,1,1061
80.431076,M,2,SC,AR,SC,FA,IN,AD,1,1062
80.428749,M,1,QM,QM,OD,EN,AR,SC,2,1063
80.409531,F,1,MS,MS,MI,AG,FI,SC,1,1064
80.401649,M,1,AD,AD,FA,AR,OD,QM,1,1065
80.399696,M,1,MI,MI,AR,FA,EN,MP,1,1066
80.391838,M,1,QM,AV,QM,AR,AD,CM,1,1067
80.389954,M,2,CM,CM,QM,AR,MI,AG,2,1068
80.377312,M,2,MS,MS,SC,AR,AG,QM,1,1069
80.37394,M,4,SC,EN,SC,FA,IN,OD,1,1070
80.369835,M,1,SC,SC,MI,AR,EN,FA,2,1071
80.359062,M,2,SC,IN,SC,MP,AR,MI,1,1072
80.325829,M,1,SC,EN,SC,TC,AR,FA,1,1073
80.30809,F,1,AG,AV,MS,AG,SC,EN,1,1074
80.300606,M,1,FA,IN,AR,FA,AD,FI,1,1075
80.291466,M,1,SC,MI,SC,AD,EN,AR,1,1076
80.286392,M,1,MI,MI,FI,QM,FA,MS,1,1077
80.282639,M,2,QM,EN,AR,QM,SC,AG,2,1078
80.281693,M,1,MP,MP,OD,MI,EN,MS,1,1079
80.275551,F,2,AG,AG,FI,QM,MS,SC,1,1080
80.274048,M,1,SC,EN,MP,SC,IN,AR,4,1081
80.272537,M,1,TC,TC,MS,MI,AR,EN,1,1082
80.266785,M,3,OD,AR,OD,IN,QM,EN,1,1083
80.264946,M,1,SC,EN,SC,TC,MP,OD,1,1084
80.250862,M,4,AG,AV,MS,AG,TC,MI,1,1085
80.241814,M,1,AG,AG,QM,SC,AR,AD,2,1086
80.23053,M,1,FA,IN,EN,FA,AR,MP,1,1087
80.221954,M,1,OD,EN,IN,OD,MP,CM,3,1088
80.215424,M,1,FA,FA,SC,EN,MI,MP,1,1089
80.205376,M,4,FA,AR,FA,QM,AD,MI,1,1090
80.197937,M,3,FA,IN,FA,MI,AR,MS,3,1091
80.196487,F,1,AG,MS,AG,FI,MI,MP,2,1092
80.182922,M,4,SC,MI,SC,FA,IN,AR,2,1093
80.182083,M,1,SC,SC,EN,AG,AD,AR,1,1094
80.150909,M,1,MI,AV,MI,AD,SC,AG,1,1095
80.140099,M,1,MI,MI,AR,FA,EN,MP,1,1096
80.133018,M,1,SC,SC,AR,IN,MI,MP,3,1097
80.126366,F,1,TC,MS,TC,AG,EN,QM,1,1098
80.119164,M,1,OD,OD,MS,EN,AR,MP,2,1099
80.111641,M,1,SC,SC,AR,EN,IN,MI,1,1100
80.108284,M,1,AD,AD,FA,EN,MP,AR,2,1101
80.097481,M,2,SC,IN,AR,SC,MI,FA,1,1102
80.096718,M,1,MI,MI,SC,OD,AR,MP,4,1103
80.093102,M,1,MP,IN,MP,MS,AR,MI,1,1104
80.091347,M,1,MI,MI,IN,AR,EN,MS,1,1105
80.082672,F,2,AD,MS,AD,MI,CM,AG,3,1106
80.07505,F,1,SC,AV,SC,EN,MS,MI,1,1107
80.061623,M,1,MI,MI,AR,OD,MP,EN,1,1108
80.052582,M,2,FA,IN,AR,FA,MI,EN,1,1109
80.051712,F,4,AG,AG,FI,SC,QM,AD,2,1110
80.041214,M,1,AD,IN,EN,AD,MP,FA,1,1111
80.040771,M,4,MP,EN,MP,IN,AR,SC,4,1112
80.035118,M,1,FA,IN,AR,FA,EN,MP,1,1113
80.030724,F,1,MP,MP,AD,FA,EN,QM,3,1114
80.024811,F,3,MS,MS,SC,AG,MI,AD,1,1115
80.008827,F,1,MS,AV,MS,MI,MP,TC,3,1116
80.005241,M,1,SC,SC,IN,AR,FA,EN,2,1117
79.988098,M,1,OD,MS,OD,QM,AD,TC,2,1118
79.979263,M,1,MI,MI,SC,FA,IN,MP,2,1119
79.965904,M,1,SC,MI,SC,EN,MS,AR,1,1120
79.944679,M,1,MI,AV,MI,FA,EN,MS,2,1121
79.942421,M,1,OD,EN,OD,MI,TC,MS,3,1122
79.932892,M,1,FA,MI,FA,QM,MS,MP,1,1123
79.922684,M,1,FA,FA,AR,IN,MI,MS,1,1124
79.917015,M,1,SC,SC,QM,AR,MI,TC,2,1125
79.915932,M,1,SC,EN,SC,FA,OD,IN,3,1126
79.909508,M,1,FA,IN,FA,SC,AR,MI,1,1127
79.904648,M,1,FA,IN,FA,AD,MP,MI,1,1128
79.902008,F,1,QM,MI,MS,QM,SC,AD,1,1129
79.898666,M,3,FA,EN,MP,FA,IN,AR,1,1130
79.894409,M,1,MI,MI,SC,IN,EN,MP,1,1131
79.87738,F,1,TC,EN,TC,AD,MP,MI,1,1132
79.834602,F,2,MS,MS,AG,FI,QM,MI,1,1133
79.831795,M,1,AG,MS,AG,SC,AD,MI,2,1134
79.83033,M,1,QM,QM,OD,TC,AR,MP,1,1135
79.781242,M,1,AG,AG,CM,SC,FA,OD,1,1136
79.77578,M,3,AG,AG,OD,QM,EN,MS,2,1137
79.769409,M,4,MS,MS,AG,MI,AR,FI,3,1138
79.768692,M,1,MI,MI,AR,MP,FA,EN,1,1139
79.766258,M,1,FA,AR,EN,FA,MI,IN,1,1140
79.757835,M,1,MI,MI,IN,AR,EN,MP,2,1141
79.755997,M,1,FA,AR,FA,EN,MS,SC,1,1142
79.748352,M,1,MS,MS,AG,OD,FA,SC,2,1143
79.732483,M,1,MP,MP,AR,FA,QM,EN,1,1144
79.728371,M,4,FA,EN,FA,MP,AD,IN,3,1145
79.708221,M,1,FA,EN,IN,FA,AR,MP,1,1146
79.705406,M,2,MP,MP,TC,AR,OD,FA,1,1147
79.697823,M,1,MI,MI,SC,MP,EN,IN,1,1148
79.686554,M,2,FA,MS,FA,MI,AG,FI,1,1149
79.680458,M,3,MI,MI,MS,EN,MP,FI,2,1150
79.676315,M,4,QM,QM,TC,OD,AR,MI,1,1151
79.669861,F,3,AG,AG,QM,SC,MS,TC,2,1152
79.663116,F,3,QM,QM,AG,TC,FI,MP,1,1153
79.638908,M,4,QM,QM,FA,MS,IN,AG,1,1154
79.634224,M,1,MP,MP,AR,FA,SC,CM,3,1155
79.63105,M,1,SC,AR,SC,FA,IN,AD,1,1156
79.629272,M,1,SC,IN,SC,FA,EN,AR,1,1157
79.624023,F,4,QM,EN,MP,QM,SC,AG,1,1158
79.619728,M,1,MI,MI,AV,MP,AR,AD,1,1159
79.594681,M,1,FA,MI,FA,TC,AR,MP,1,1160
79.569069,M,1,MP,MP,EN,MI,SC,FA,1,1161
79.568535,M,1,MS,MS,FI,QM,AR,MI,3,1162
79.53196,F,3,AG,MS,AG,TC,MI,QM,1,1163
79.523872,M,1,TC,TC,AG,AD,MS,EN,2,1164
79.499184,M,1,OD,MP,OD,AD,SC,QM,2,1165
79.494423,M,3,SC,SC,AG,AR,FI,CM,1,1166
79.489952,M,1,MS,AV,MS,AD,EN,OD,1,1167
79.463127,M,1,FA,AR,FA,MP,OD,AG,1,1168
79.451622,M,1,OD,AR,EN,OD,MI,SC,2,1169
79.446991,M,1,QM,QM,AG,AR,OD,TC,1,1170
79.433395,M,1,QM,QM,EN,MP,AR,IN,1,1171
79.427887,M,1,FA,EN,MI,FA,FI,MS,4,1172
79.427063,M,1,FA,EN,FA,AR,IN,MP,4,1173
79.421783,M,2,AD,MS,AD,QM,FI,AG,1,1174
79.4077,F,1,QM,MS,QM,AG,MI,EN,3,1175
79.394897,M,1,FA,AV,MP,FA,MI,AR,1,1176
79.39257,M,1,SC,AR,EN,SC,TC,MP,2,1177
79.379822,M,3,QM,QM,TC,FA,SC,MI,1,1178
79.36525,M,1,SC,MI,EN,SC,FA,MP,1,1179
79.353394,M,1,FA,IN,FA,MI,EN,AR,2,1180
79.347168,M,1,FA,IN,AR,FA,OD,MI,1,1181
79.343079,M,3,TC,TC,AD,EN,MP,FA,2,1182
79.3395,M,1,FA,IN,FA,EN,AR,MI,1,1183
79.330582,M,1,SC,EN,SC,FA,MS,AR,1,1184
79.32354,M,1,FA,IN,EN,FA,AR,MP,1,1185
79.315765,M,1,SC,IN,SC,FA,EN,AD,1,1186
79.311028,M,1,SC,SC,MI,FA,EN,MP,1,1187
79.291321,F,1,SC,MP,MI,SC,FA,OD,1,1188
79.290306,M,1,OD,EN,AR,OD,MS,QM,3,1189
79.283218,F,4,MS,MS,AG,QM,MI,EN,2,1190
79.281845,M,1,CM,MI,CM,SC,AR,EN,2,1191
79.281471,M,1,FA,IN,AR,FA,MP,OD,2,1192
79.278969,M,1,FA,EN,FA,QM,MP,TC,1,1193
79.275658,M,4,FA,EN,FA,TC,IN,MI,1,1194
79.273911,F,1,TC,AV,MP,TC,FA,QM,1,1195
79.265701,M,1,SC,IN,SC,MI,FA,MP,2,1196
79.245789,M,3,OD,MP,EN,OD,FA,MI,1,1197
79.228271,M,1,MS,MI,MS,OD,EN,MP,1,1198
79.224373,M,4,QM,QM,OD,AR,TC,MP,1,1199
79.22245,M,1,AG,AV,MS,AG,SC,MI,1,1200
79.203438,M,1,SC,AV,MI,SC,AR,MP,1,1201
79.197083,M,1,AR,AR,EN,MS,TC,MI,1,1202
79.169106,M,1,SC,SC,MP,OD,FA,MS,2,1203
79.164574,M,1,AR,AR,MI,IN,MP,EN,1,1204
79.148491,M,1,MI,MI,MP,SC,AR,IN,3,1205
79.134323,M,3,MS,MS,MI,AD,SC,IN,2,1206
79.117752,M,1,IN,IN,SC,MI,AR,EN,1,1207
79.114227,M,1,AV,AV,IN,MI,AR,EN,2,1208
79.098,M,1,AV,AV,MI,MP,EN,TC,1,1209
79.095863,M,3,SC,SC,QM,AG,EN,AR,1,1210
79.092186,M,1,IN,IN,FA,AR,MS,MI,1,1211
79.089256,M,1,AD,AR,AD,MI,EN,FA,1,1212
79.08326,M,3,MI,MI,AR,FA,TC,EN,2,1213
79.078323,M,1,MP,MP,AR,MI,IN,FA,1,1214
79.072433,F,4,MI,MI,FI,SC,AG,OD,2,1215
79.051453,M,1,MP,MP,AR,EN,IN,AD,1,1216
79.02948,M,1,FA,AV,FI,FA,SC,AD,2,1217
79.02047,M,1,IN,IN,EN,AR,FA,OD,1,1218
79.019173,M,1,CM,CM,AG,EN,MS,SC,1,1219
79.014801,M,1,IN,IN,EN,AR,MI,OD,1,1220
79.012558,M,1,AG,AG,MI,SC,AR,MP,2,1221
79.006927,M,1,QM,QM,SC,AR,MP,MI,1,1222
79.00119,M,1,IN,IN,EN,AR,SC,MP,2,1223
78.986786,M,1,AR,AR,MP,EN,FA,SC,1,1224
78.97757,M,1,AG,MS,AG,QM,AD,FI,2,1225
78.971367,M,1,SC,SC,MP,AD,AG,MI,1,1226
78.969398,M,2,FI,FI,MI,QM,EN,OD,1,1227
78.96212,M,1,AR,AR,MP,AD,IN,EN,2,1228
78.952293,M,1,SC,SC,EN,IN,MI,MP,3,1229
78.95105,M,1,EN,EN,QM,FA,OD,MS,1,1230
78.945084,M,1,AR,AR,IN,FA,MI,EN,1,1231
78.936867,M,2,AV,AV,AR,IN,EN,FA,1,1232
78.926102,M,1,IN,IN,AR,FA,MP,EN,1,1233
78.925308,M,1,AD,AD,IN,MP,EN,FA,1,1234
78.911034,M,3,MI,MI,MP,IN,AR,QM,1,1235
78.905411,M,2,MI,MI,SC,EN,AG,TC,2,1236
78.904076,M,1,AR,AR,IN,FA,EN,AD,1,1237
78.89402,M,1,IN,EN,IN,SC,MP,AR,1,1238
78.876495,M,1,AD,AD,MI,FA,MS,EN,1,1239
78.87542,M,1,IN,IN,AR,EN,MP,FA,2,1240
78.869514,M,1,AV,AV,AR,IN,FA,MP,1,1241
78.859451,F,4,MS,MS,EN,MP,AD,FA,2,1242
78.858932,M,1,FA,MI,EN,FA,IN,MP,4,1243
78.858055,M,1,IN,IN,AR,MI,EN,FA,1,1244
78.850281,M,1,QM,QM,AR,MS,SC,AG,2,1245
78.848999,M,1,IN,IN,EN,AR,MI,AD,1,1246
78.845413,F,1,SC,MS,SC,EN,MP,MI,2,1247
78.813599,M,1,FA,EN,FA,AR,IN,MI,1,1248
78.797493,M,1,MI,MI,FA,MP,EN,AD,1,1249
78.792648,M,3,QM,QM,TC,EN,OD,AR,1,1250
78.777382,F,1,QM,EN,QM,TC,MS,SC,1,1251
78.775246,M,1,IN,IN,AR,MP,EN,MS,1,1252
78.768738,M,1,SC,SC,MI,AR,QM,OD,2,1253
78.767532,M,3,MS,MS,AG,FA,SC,FI,2,1254
78.765961,M,1,TC,TC,AR,FA,MS,QM,1,1255
78.76532,M,1,OD,OD,QM,TC,EN,AR,3,1256
78.740486,M,1,TC,TC,QM,SC,FA,OD,1,1257
78.740288,M,4,MS,MS,MP,AR,MI,AG,3,1258
78.737694,M,1,AR,AR,EN,FA,MI,IN,1,1259
78.73735,M,1,FA,FA,MP,EN,AR,IN,1,1260
78.732155,M,1,IN,IN,EN,AR,FA,MI,1,1261
78.7295,M,1,AV,AV,EN,AR,MP,MI,4,1262
78.72551,M,1,AR,AR,IN,FA,EN,AG,2,1263
78.72187,F,1,CM,CM,MS,MP,MI,OD,3,1264
78.714043,M,1,EN,EN,IN,FA,AR,AD,4,1265
78.709816,M,4,MI,MI,MP,AD,FI,MS,1,1266
78.706665,M,1,IN,IN,SC,FA,AR,OD,1,1267
78.706642,M,3,SC,EN,MP,SC,MS,FA,1,1268
78.700768,M,1,MP,MP,EN,AR,IN,AD,1,1269
78.687546,F,1,AG,AG,MI,SC,OD,MP,2,1270
78.680466,M,1,IN,IN,SC,AR,MP,MI,2,1271
78.671623,M,1,MP,MP,AG,QM,EN,MI,1,1272
78.668365,M,1,FA,FA,MP,EN,AD,AR,1,1273
78.64801,M,1,MP,MP,IN,MI,EN,AR,1,1274
78.641907,M,1,IN,IN,MI,MP,EN,AR,1,1275
78.638756,M,1,AR,AR,FA,EN,MI,IN,2,1276
78.625717,F,1,EN,EN,AD,TC,MP,FA,4,1277
78.614731,M,1,IN,IN,AR,EN,MI,MP,2,1278
78.612816,M,2,IN,IN,EN,FA,AD,AR,1,1279
78.609795,M,1,SC,AR,EN,SC,FA,MI,4,1280
78.607643,M,1,MI,MI,AR,OD,EN,TC,1,1281
78.60482,M,2,AV,AV,MI,MP,AG,MS,1,1282
78.602371,F,4,AG,AG,MS,QM,FI,MI,1,1283
78.590607,M,1,FA,AR,FA,MI,IN,SC,1,1284
78.579567,M,4,MI,MI,MP,AR,IN,AG,1,1285
78.579285,M,1,FA,MI,IN,FA,AR,SC,1,1286
78.578102,M,1,SC,SC,MI,AG,FA,OD,2,1287
78.574661,M,1,MS,MS,EN,SC,MP,FI,1,1288
78.562218,M,1,TC,TC,AD,OD,MP,IN,1,1289
78.502586,M,2,MP,MP,SC,IN,FA,AR,1,1290
78.50061,M,3,MP,MP,EN,TC,MI,IN,1,1291
78.499321,M,1,AR,AR,IN,EN,MI,MP,1,1292
78.491417,M,1,FA,FA,SC,QM,AR,MI,2,1293
78.491035,M,2,AG,AG,FI,SC,AR,MS,1,1294
78.489082,M,1,SC,IN,SC,FA,AD,TC,2,1295
78.486671,M,1,AR,AR,EN,FA,IN,CM,2,1296
78.484558,M,1,IN,IN,EN,MI,AR,MP,1,1297
78.482719,M,1,MP,MP,AR,FA,EN,IN,1,1298
78.477142,M,3,SC,SC,MP,QM,FA,OD,2,1299
78.474045,M,4,MP,MP,FA,IN,AR,EN,2,1300
78.456055,M,1,EN,EN,FA,AR,IN,MI,2,1301
78.454636,M,1,IN,IN,EN,FA,AR,AD,2,1302
78.453583,M,1,MI,MI,IN,AR,EN,SC,1,1303
78.452118,M,3,MI,MI,AR,FA,IN,FI,1,1304
78.441956,M,1,FA,FA,AR,MP,AD,IN,1,1305
78.425285,F,1,MS,MS,SC,MI,FI,AG,2,1306
78.406296,M,1,MI,MI,AR,IN,MP,EN,1,1307
78.39817,M,1,TC,AR,TC,MP,QM,SC,1,1308
78.395432,M,1,IN,IN,AR,FA,MP,EN,1,1309
78.383835,F,1,AD,MP,MS,AD,CM,SC,1,1310
78.383156,M,1,AV,AV,EN,AR,MS,MI,3,1311
78.376602,F,1,QM,QM,MI,EN,OD,AD,1,1312
78.375816,M,1,SC,SC,QM,AR,AG,MP,1,1313
78.368675,M,1,AG,AG,MI,AR,TC,QM,1,1314
78.368042,M,1,OD,MP,OD,FA,IN,MI,1,1315
78.367973,M,4,FA,MI,FA,SC,OD,AG,1,1316
78.363068,M,1,MI,MI,EN,FA,IN,OD,2,1317
78.359756,M,2,MP,MP,SC,MI,FA,TC,2,1318
78.352356,M,1,MI,MI,AR,AD,IN,MP,1,1319
78.342178,M,1,MP,MP,SC,FA,EN,MS,1,1320
78.32048,M,1,SC,EN,SC,OD,AR,TC,2,1321
78.307602,M,4,OD,OD,EN,AG,SC,AD,2,1322
78.290291,M,1,AR,AR,MP,TC,IN,FA,2,1323
78.279701,M,1,AV,AV,MS,MP,EN,MI,3,1324
78.27935,M,2,AR,AR,SC,EN,IN,AD,1,1325
78.275475,F,2,AD,MS,AD,OD,QM,AG,1,1326
78.273415,M,1,AR,AR,AD,MP,MI,SC,2,1327
78.271545,M,1,QM,QM,SC,AD,TC,OD,1,1328
78.252098,M,1,MP,MP,IN,AR,MI,MS,1,1329
78.250961,M,1,SC,SC,MI,CM,IN,MS,3,1330
78.236412,F,2,AG,AG,MS,MI,SC,FI,1,1331
78.225281,M,3,AR,AR,OD,EN,MS,FA,3,1332
78.212433,F,1,AV,AV,MS,AG,QM,FI,2,1333
78.211197,M,1,IN,IN,EN,MP,AR,FA,1,1334
78.208717,M,1,FA,MP,EN,FA,AD,AR,1,1335
78.205276,M,1,IN,IN,AR,FA,EN,MP,1,1336
78.19931,M,1,MS,MS,SC,AR,MI,FA,2,1337
78.193779,F,1,MI,MI,MS,MP,AD,AG,1,1338
78.190002,F,3,MS,MS,AG,MI,FI,QM,3,1339
78.187767,M,1,FA,FA,AD,OD,AR,EN,4,1340
78.175438,F,1,MS,MS,MI,AD,MP,EN,3,1341
78.175385,M,1,AG,AG,FI,QM,IN,MI,1,1342
78.168671,M,3,MI,MI,MS,AR,QM,OD,1,1343
78.163284,M,1,AV,AV,AD,MS,FA,AR,2,1344
78.157936,M,1,AR,AR,EN,MP,SC,QM,4,1345
78.1502,M,1,AR,AR,EN,SC,IN,FA,1,1346
78.137871,M,1,SC,MI,SC,AD,QM,CM,1,1347
78.135704,M,1,TC,TC,FA,AR,IN,EN,2,1348
78.132507,F,1,QM,MI,MP,QM,EN,AD,1,1349
78.11834,F,3,FI,FI,QM,AG,EN,OD,1,1350
78.11721,M,1,SC,MS,EN,SC,OD,FI,1,1351
78.08696,M,1,SC,MI,SC,AD,EN,MP,1,1352
78.076881,M,3,MS,MS,AG,IN,TC,FA,2,1353
78.073982,M,1,MI,MI,IN,EN,AR,SC,2,1354
78.073647,M,1,AG,MS,AG,AR,QM,SC,1,1355
78.071663,M,1,AR,AR,FA,MP,IN,AD,1,1356
78.069206,M,2,AV,AV,MS,AR,SC,EN,3,1357
78.0672,M,3,MS,MS,EN,AR,FA,FI,1,1358
78.039764,M,1,CM,CM,FA,AR,IN,MP,1,1359
78.031433,M,1,AD,AD,EN,MP,TC,AR,1,1360
78.02861,M,1,OD,EN,AR,OD,FA,IN,1,1361
78.01268,M,1,QM,QM,SC,OD,AR,EN,2,1362
77.985199,M,1,AD,AD,MP,OD,FA,AR,1,1363
77.977676,M,1,IN,IN,AR,MS,FA,EN,1,1364
77.955437,M,1,AG,FI,AG,QM,AR,MI,2,1365
77.952171,M,1,EN,EN,AR,IN,MP,FA,4,1366
77.9505,M,1,AR,AR,EN,IN,MP,FA,1,1367
77.949036,M,1,AR,AR,FA,IN,MI,MP,1,1368
77.937393,M,1,MI,MI,AR,FA,IN,SC,1,1369
77.920227,M,1,IN,IN,AR,MI,AD,EN,1,1370
77.917847,M,3,SC,SC,OD,TC,AD,QM,1,1371
77.888603,M,1,OD,OD,TC,FA,EN,AR,1,1372
77.875282,M,1,MI,IN,MI,EN,AR,SC,1,1373
77.872826,F,1,FA,MI,FA,EN,MS,TC,1,1374
77.854355,M,1,QM,QM,TC,FA,OD,MP,1,1375
77.841949,M,1,SC,EN,SC,FA,MI,IN,1,1376
77.841331,M,1,EN,EN,MP,FA,AD,IN,1,1377
77.840195,M,2,MI,MI,AR,SC,IN,AG,1,1378
77.826202,M,1,MI,MI,IN,EN,QM,SC,1,1379
77.812523,M,1,IN,IN,AR,FA,EN,OD,1,1380
77.808563,M,2,EN,EN,FA,AR,OD,MI,4,1381
77.803024,M,1,MI,MI,EN,AR,IN,MS,1,1382
77.796974,M,1,TC,TC,SC,MS,IN,MI,1,1383
77.796501,F,1,QM,QM,EN,AG,MP,OD,1,1384
77.789421,M,3,AD,AD,MP,SC,OD,AG,1,1385
77.783752,M,1,SC,MP,SC,MS,AD,IN,1,1386
77.769203,M,2,QM,QM,TC,AG,AR,MP,1,1387
77.768806,M,1,MP,MP,AR,OD,IN,AD,1,1388
77.766594,M,1,AR,AR,EN,IN,AV,MI,1,1389
77.76548,M,1,IN,IN,EN,AR,FA,TC,2,1390
77.753197,M,1,IN,IN,FA,MP,AR,AD,1,1391
