oms_score,sex,race,pb,p1,p2,p3,p4,p5,ac,id
77.748314,F,1,MI,MI,MS,QM,AD,AG,1,1392
77.747276,M,1,FI,FI,IN,TC,AR,MI,2,1393
77.7472,M,1,SC,MI,SC,IN,EN,CM,2,1394
77.745338,M,1,OD,IN,AR,OD,EN,MI,2,1395
77.739532,M,1,MI,MI,MP,SC,IN,AR,1,1396
77.73539,M,1,EN,EN,FA,OD,MI,TC,3,1397
77.73336,M,2,AV,AV,MS,EN,MI,IN,1,1398
77.730202,M,1,IN,IN,AR,SC,FA,EN,2,1399
77.725311,F,3,AG,AG,QM,MS,FI,SC,1,1400
77.723145,M,2,QM,QM,AD,AG,IN,SC,1,1401
77.703888,M,1,MI,MI,IN,FA,AR,EN,2,1402
77.699593,M,1,IN,IN,FA,AR,MI,EN,1,1403
77.694389,M,1,EN,EN,MS,MI,AR,IN,4,1404
77.690056,M,3,MI,MI,AR,MP,OD,EN,1,1405
77.658783,M,5,AV,AV,TC,EN,CM,AR,1,1406
77.656578,M,1,EN,EN,QM,SC,AG,MI,2,1407
77.627029,M,4,EN,EN,AD,TC,FA,MP,1,1408
77.623077,M,1,MI,MI,AR,IN,EN,SC,2,1409
77.617683,M,1,SC,SC,MS,OD,FA,MI,3,1410
77.598442,M,1,MS,MS,AG,QM,AR,TC,1,1411
77.596657,M,1,AR,AR,IN,FA,EN,MP,3,1412
77.588646,M,1,MI,MI,AR,IN,AD,MP,1,1413
77.588509,F,1,MS,MS,AG,SC,EN,OD,1,1414
77.578873,F,1,MP,MP,FA,OD,AD,AG,1,1415
77.577789,F,1,MI,MI,QM,EN,AD,MP,1,1416
77.571037,M,2,AG,AG,FI,MS,EN,QM,2,1417
77.549065,M,1,MI,MI,MP,IN,AR,CM,1,1418
77.539673,M,1,IN,IN,AR,EN,MP,MI,1,1419
77.537933,F,1,MP,MP,OD,AD,SC,CM,1,1420
77.517746,M,1,AR,AR,MI,FA,EN,MP,1,1421
77.509743,M,1,IN,IN,AR,EN,MP,AD,1,1422
77.488518,F,3,AG,AG,MS,SC,FI,MI,2,1423
77.479233,M,4,QM,MP,QM,MI,EN,SC,1,1424
77.476257,M,1,AR,AR,SC,FA,MP,QM,1,1425
77.473923,M,1,AR,AR,IN,EN,FA,AD,1,1426
77.470932,M,1,MI,MI,IN,AR,FA,AD,1,1427
77.469337,M,3,QM,QM,OD,MI,EN,AG,1,1428
77.467377,F,4,AD,MI,AD,MP,FA,SC,1,1429
77.466904,M,1,SC,SC,FA,QM,AG,OD,2,1430
77.46579,M,1,IN,IN,AR,FA,EN,SC,1,1431
77.465714,M,4,MI,MI,SC,AR,IN,MP,1,1432
77.459442,F,1,MS,MS,MI,EN,QM,AG,1,1433
77.44619,M,1,EN,EN,MI,IN,MP,FA,1,1434
77.444984,M,1,SC,MI,SC,QM,EN,MP,1,1435
77.444801,M,1,AR,AR,FA,MP,SC,IN,1,1436
77.441689,M,1,AG,AG,SC,FA,QM,AR,1,1437
77.441658,M,4,EN,EN,MI,IN,AR,FA,1,1438
77.441383,M,1,TC,AG,FI,TC,EN,SC,3,1439
77.428528,M,1,IN,IN,FA,AD,AR,EN,1,1440
77.421455,M,1,SC,SC,AD,MI,CM,EN,1,1441
77.41848,M,1,OD,OD,AR,FI,FA,MI,2,1442
77.405426,M,1,SC,MS,SC,OD,AD,FA,1,1443
77.39801,M,4,SC,MS,SC,EN,MI,FI,1,1444
77.378944,M,1,SC,SC,AR,OD,MI,FA,1,1445
77.375259,M,2,MS,MS,SC,AR,IN,FA,2,1446
77.375114,F,1,QM,QM,OD,TC,EN,MP,1,1447
77.372452,M,2,CM,CM,QM,EN,SC,FI,1,1448
77.361061,M,1,AR,AR,EN,TC,MP,SC,2,1449
77.358543,F,1,QM,AG,MS,QM,SC,TC,1,1450
77.357368,M,1,IN,IN,EN,MP,AR,FA,1,1451
77.354065,M,1,MI,MI,FA,OD,MP,AR,1,1452
77.353035,M,1,FA,FA,EN,IN,AR,MP,1,1453
77.33712,M,1,IN,IN,MI,AR,EN,FA,1,1454
77.335999,M,1,AV,AV,MS,QM,FI,AG,1,1455
77.335144,M,1,FA,FA,IN,AR,MI,MP,1,1456
77.327896,M,1,AV,AV,FA,AR,OD,AD,2,1457
77.318954,M,1,IN,IN,AR,FA,AV,MP,1,1458
77.317963,M,1,SC,SC,AR,FA,EN,MP,1,1459
77.308571,M,1,AR,AR,FA,MP,AD,MI,1,1460
77.305115,M,1,MI,MI,AR,FA,MP,IN,1,1461
77.30481,M,1,AV,AV,MS,MI,AR,IN,1,1462
77.300934,M,1,TC,TC,OD,EN,FA,AD,2,1463
77.292831,M,1,EN,EN,FA,AD,AR,CM,1,1464
77.276375,F,1,MS,MS,MI,FI,QM,AG,3,1465
77.273186,M,2,IN,IN,FA,MI,AR,MP,1,1466
77.265556,M,3,AV,AV,MP,QM,SC,OD,1,1467
77.261421,M,1,EN,EN,AG,MP,SC,MS,2,1468
77.247047,M,1,IN,IN,SC,EN,AR,FA,1,1469
77.234352,M,1,EN,EN,OD,AR,MP,CM,2,1470
77.233856,M,1,OD,MI,SC,OD,EN,FI,1,1471
77.233475,M,1,EN,EN,AR,FA,MI,SC,4,1472
77.227844,M,1,EN,EN,IN,AD,FA,AR,4,1473
77.2276,M,1,AR,AR,AV,MP,IN,OD,1,1474
77.225769,M,1,FA,FA,AR,EN,IN,TC,1,1475
77.216599,M,1,AD,AR,AD,QM,IN,MI,2,1476
77.213623,M,1,QM,SC,EN,QM,MI,AG,4,1477
77.198059,M,1,TC,TC,AD,MS,QM,AG,1,1478
77.194077,M,3,MP,MP,IN,FA,EN,MI,3,1479
77.185638,F,2,SC,SC,MP,FA,TC,QM,2,1480
77.184013,M,1,EN,EN,CM,AR,IN,MI,1,1481
77.177094,M,1,EN,EN,MS,MI,QM,AR,2,1482
77.176971,M,1,AV,AV,MS,IN,EN,AR,3,1483
77.170097,M,1,AR,AR,IN,FA,MI,EN,3,1484
77.155724,F,1,TC,TC,EN,MS,AG,OD,1,1485
77.132309,M,1,AV,AV,MS,TC,SC,MP,2,1486
77.125961,M,1,FA,AR,IN,FA,EN,MP,1,1487
77.125511,M,3,EN,EN,SC,MI,AD,MS,4,1488
77.123672,M,1,AR,AR,TC,FA,MP,IN,1,1489
77.110252,M,1,AR,AR,EN,IN,MI,MP,1,1490
77.106995,M,1,IN,IN,AR,MP,MI,EN,3,1491
77.103889,M,1,MP,MP,EN,TC,QM,AR,1,1492
77.1036,M,1,IN,IN,MI,FA,MP,AD,1,1493
77.099777,M,1,IN,IN,EN,SC,MI,AR,1,1494
77.093613,M,1,IN,IN,MI,TC,EN,AR,1,1495
77.075378,M,1,FA,FA,EN,MP,IN,MI,4,1496
77.073753,M,1,AR,AR,MP,FA,EN,IN,1,1497
77.064461,M,1,FA,FA,AG,MI,SC,TC,1,1498
77.060509,M,1,MI,MI,QM,TC,IN,SC,1,1499
77.034203,M,1,AR,AR,MP,EN,FA,AD,2,1500
77.024399,M,4,MS,MS,AG,SC,AD,QM,1,1501
77.018822,M,4,MI,MI,SC,AD,FI,EN,2,1502
77.006409,F,1,QM,SC,QM,AG,MP,MI,1,1503
76.998978,M,1,AR,AR,IN,AD,EN,FA,1,1504
76.995003,M,4,IN,IN,FA,AR,MP,SC,1,1505
76.987717,M,1,SC,SC,TC,QM,EN,MS,3,1506
76.949501,M,4,QM,MS,AG,QM,AD,MI,1,1507
76.940704,M,2,FA,MP,FA,AR,EN,MI,1,1508
76.940231,M,1,IN,IN,AR,EN,MP,FA,1,1509
76.938065,M,1,AR,AR,IN,FA,MP,EN,2,1510
76.929344,M,2,MS,MS,FA,TC,IN,SC,1,1511
76.912407,F,1,AD,MS,EN,AD,MP,SC,3,1512
76.888626,F,1,FA,MP,EN,FA,MS,OD,3,1513
76.876205,M,1,IN,IN,AV,AR,FA,EN,1,1514
76.87487,F,3,MS,MS,AG,FI,TC,QM,1,1515
76.871506,M,1,QM,QM,SC,AD,FI,MI,2,1516
76.837074,M,1,EN,EN,FA,AR,MP,IN,1,1517
76.83149,M,1,QM,AG,QM,OD,FA,AR,1,1518
76.829514,M,1,TC,TC,FI,OD,FA,MI,2,1519
76.823029,M,1,EN,EN,IN,FA,MP,CM,4,1520
76.818634,M,2,IN,IN,AR,FA,EN,MI,1,1521
76.816826,M,1,FI,FI,SC,AG,EN,MI,3,1522
76.79705,M,1,AD,AR,AD,MI,SC,FA,1,1523
76.792122,F,1,AV,AV,TC,FA,CM,MP,1,1524
76.790077,M,1,FA,AR,FA,EN,MI,IN,1,1525
76.773323,M,1,IN,IN,MI,AR,MP,EN,2,1526
76.755173,M,1,FA,IN,FA,AD,AR,AG,2,1527
76.745865,M,1,FA,MS,FA,MP,EN,SC,1,1528
76.739006,M,1,IN,IN,EN,MP,FA,AR,1,1529
76.726982,M,1,MI,MI,AR,IN,SC,FA,1,1530
76.719978,M,1,IN,IN,SC,MP,AR,FA,2,1531
76.709801,M,1,MI,MI,SC,AR,AD,MP,1,1532
76.709724,M,1,IN,IN,AR,FA,AD,MP,1,1533
76.691177,M,1,MI,MI,SC,AR,FA,AG,1,1534
76.682144,M,1,MI,MI,IN,EN,AR,MS,1,1535
76.679298,M,1,TC,TC,MP,QM,AD,EN,1,1536
76.678818,F,1,AV,AV,MS,MI,SC,CM,1,1537
76.671219,M,4,OD,OD,FI,QM,AR,AG,2,1538
76.658035,M,3,OD,SC,EN,OD,FI,AD,4,1539
76.652763,M,4,MS,MS,MI,FI,AD,AG,3,1540
76.651749,M,1,TC,EN,FA,TC,IN,MP,4,1541
76.642387,M,1,EN,EN,MP,IN,AG,SC,1,1542
76.637436,M,1,MI,MI,QM,AR,AD,FA,1,1543
76.633591,M,1,TC,TC,QM,SC,AD,AR,2,1544
76.629456,M,1,MI,AV,MI,AR,OD,IN,1,1545
76.613304,M,1,CM,IN,EN,CM,SC,MP,1,1546
76.610497,M,1,IN,IN,EN,AR,FA,MI,1,1547
76.607132,M,1,TC,TC,MP,OD,AR,IN,1,1548
76.605247,M,1,MP,MP,IN,MI,MS,AR,1,1549
76.59948,M,1,MS,MS,AR,FA,AG,AD,1,1550
76.586052,M,1,MP,MP,MI,AR,IN,EN,1,1551
76.569389,M,4,AR,AR,EN,OD,MP,IN,1,1552
76.569305,M,2,AR,AR,FA,IN,AD,EN,1,1553
76.566551,M,1,AR,AR,IN,FA,MP,EN,1,1554
76.543037,M,1,MI,MI,SC,EN,OD,MS,1,1555
76.5326,M,2,AG,AG,QM,FI,FA,MI,1,1556
76.521858,M,1,AV,AV,MI,EN,OD,AD,3,1557
76.521072,M,1,IN,IN,AR,EN,FA,AD,2,1558
76.51696,M,1,IN,IN,AR,EN,FA,MI,1,1559
76.507629,M,1,MI,MI,IN,FA,EN,MP,2,1560
76.499763,M,1,OD,OD,QM,EN,MP,CM,1,1561
76.494034,M,1,EN,EN,FA,MP,SC,AV,4,1562
76.488319,M,3,MI,MI,IN,FA,AD,AR,2,1563
76.487144,M,1,CM,AV,MS,CM,EN,AR,3,1564
76.476349,M,3,SC,SC,FI,FA,QM,AD,2,1565
76.475616,M,1,QM,EN,QM,OD,FA,MI,1,1566
76.473526,M,1,MI,MI,SC,EN,AG,MP,1,1567
76.464752,M,2,EN,EN,MP,IN,AR,MI,4,1568
76.451797,M,1,IN,IN,AR,MI,MS,SC,1,1569
76.432571,M,1,AR,AR,MI,SC,AG,AD,1,1570
76.429176,M,2,CM,CM,AR,EN,FA,AD,3,1571
76.420967,F,4,OD,OD,AG,QM,MP,FI,1,1572
76.429131,M,3,CM,CM,MS,AG,AR,QM,1,1573
76.417671,M,4,IN,IN,AR,FA,MP,MI,2,1574
76.41275,M,1,MI,MI,SC,FA,MP,EN,1,1575
76.39904,M,1,IN,IN,EN,AR,FA,MP,2,1576
76.394348,M,1,MP,MP,EN,MI,SC,QM,1,1577
76.373543,M,1,EN,EN,MI,AR,IN,MP,2,1578
76.354935,M,1,TC,AR,TC,SC,EN,MP,1,1579
76.353561,F,3,MS,MS,AG,MI,FI,SC,3,1580
76.351891,M,1,OD,IN,OD,AR,EN,MP,1,1581
76.347054,M,1,MS,MS,EN,SC,MI,AG,3,1582
76.336342,M,1,AV,AV,EN,IN,MP,MS,1,1583
76.329819,M,1,EN,IN,EN,AR,MP,MI,1,1584
76.327438,M,1,QM,QM,AD,CM,FA,MI,1,1585
76.323982,M,1,IN,IN,FA,EN,AR,MP,1,1586
76.313782,M,1,MI,MI,AR,EN,IN,TC,1,1587
76.303047,F,1,MS,MS,SC,EN,MI,AG,1,1588
76.292107,F,3,QM,MS,AG,QM,FI,OD,2,1589
76.279678,F,1,AG,AG,QM,EN,MP,OD,1,1590
76.278069,M,1,IN,IN,MI,AR,EN,FA,1,1591
76.277946,M,1,MS,MS,AG,QM,AD,MI,2,1592
76.274223,M,1,TC,EN,SC,TC,MS,QM,1,1593
76.258751,M,1,MI,MI,IN,MP,AR,CM,1,1594
76.245491,M,1,OD,OD,EN,MP,FA,AR,1,1595
76.238503,M,1,MI,MI,IN,FA,MP,AR,1,1596
76.237343,M,1,AR,AR,FA,MP,EN,OD,1,1597
76.221962,M,1,QM,QM,MP,MI,FA,FI,2,1598
76.220497,M,1,MI,MI,AD,FA,SC,AR,2,1599
76.209785,M,1,MI,MI,IN,EN,SC,AR,1,1600
76.202759,M,3,TC,TC,QM,OD,IN,MP,2,1601
76.197273,M,2,MP,MP,MS,EN,TC,IN,1,1602
76.189606,M,4,FI,FI,MP,MI,IN,SC,1,1603
76.188324,M,2,MS,MS,AG,FA,FI,MI,1,1604
76.176613,M,1,MS,MS,MI,QM,IN,SC,3,1605
76.175331,M,1,OD,SC,OD,AG,EN,FA,2,1606
76.153702,M,1,IN,IN,MP,FA,AR,EN,1,1607
76.135658,M,4,MI,MI,MP,AR,MS,SC,3,1608
76.128784,F,1,MS,MS,CM,OD,AG,SC,1,1609
76.124359,M,1,MI,MI,IN,AR,MS,EN,1,1610
76.096817,M,5,QM,MP,FA,QM,TC,AR,1,1611
76.090134,M,1,QM,QM,IN,EN,MI,FI,1,1612
76.071724,M,2,MI,MI,IN,FA,EN,AR,1,1613
76.043076,M,1,IN,AR,IN,FA,MP,EN,4,1614
76.035683,M,1,QM,AG,QM,OD,AD,TC,2,1615
76.012711,M,1,FA,FA,AR,AD,IN,QM,1,1616
75.999252,M,1,AG,AG,MS,SC,AR,MI,2,1617
75.997948,M,1,TC,TC,AD,MP,FA,AR,2,1618
75.97747,M,3,MI,MI,FA,SC,AD,MP,2,1619
75.976547,M,2,IN,IN,AR,MP,FA,AD,1,1620
75.934418,M,1,MI,MI,SC,IN,AR,MP,2,1621
75.933296,M,2,MI,MI,SC,AG,IN,MP,1,1622
75.923248,M,1,QM,QM,MS,AG,AR,EN,1,1623
75.919456,M,1,IN,IN,OD,EN,AR,FA,1,1624
75.916367,F,4,EN,EN,QM,OD,AD,MP,1,1625
75.909859,M,3,TC,MS,TC,QM,AD,OD,1,1626
75.891342,F,2,QM,AG,MI,QM,FI,MS,1,1627
75.88427,M,1,QM,SC,QM,MP,EN,IN,1,1628
75.880043,M,2,EN,EN,QM,IN,AD,FA,1,1629
75.879028,M,2,MS,MS,CM,EN,AR,FA,3,1630
75.876617,M,5,IN,IN,MI,MP,AR,AV,1,1631
75.867958,M,4,SC,SC,AR,MI,EN,IN,3,1632
75.859825,F,2,MS,MS,QM,AG,SC,MI,1,1633
75.845375,M,1,TC,MI,TC,AR,MP,OD,1,1634
75.840111,M,4,IN,IN,MP,AR,SC,FA,2,1635
75.832115,M,1,FA,AR,FA,IN,SC,EN,2,1636
75.825294,M,1,EN,EN,MI,FA,SC,IN,1,1637
75.812653,M,1,AG,AG,FI,AR,MS,QM,2,1638
75.804443,M,1,IN,IN,AR,MI,EN,TC,2,1639
75.795486,F,1,MI,MI,AD,FA,EN,MP,1,1640
75.776016,F,1,TC,TC,MP,EN,MI,FA,2,1641
75.768417,M,1,EN,EN,IN,MI,AD,MS,3,1642
75.750641,F,3,QM,MS,QM,SC,TC,AG,3,1643
75.718567,M,3,SC,SC,MS,AG,AR,QM,2,1644
75.712929,M,1,MP,MP,FA,AD,AR,AV,2,1645
75.701965,M,2,IN,IN,AR,FA,MP,SC,2,1646
75.700684,M,1,MS,MS,MI,FA,MP,EN,1,1647
75.700287,M,1,OD,OD,MS,SC,EN,MI,1,1648
75.699448,M,1,MP,AR,MP,AD,IN,FA,2,1649
75.693405,F,2,QM,QM,EN,FI,MS,AD,1,1650
75.690254,M,3,TC,AG,MS,TC,AD,QM,2,1651
75.668266,M,1,MI,MI,FA,EN,MS,AR,3,1652
75.663818,M,1,CM,CM,MS,OD,EN,QM,1,1653
75.651024,M,1,IN,IN,FA,AR,MP,MI,1,1654
75.647583,M,1,OD,MS,EN,OD,FA,SC,4,1655
75.637878,M,1,AD,AD,FI,QM,TC,MI,3,1656
75.632088,M,2,IN,IN,EN,AR,FA,MP,2,1657
75.620049,F,3,MS,MS,MI,FI,EN,AG,1,1658
75.613472,M,1,AG,AG,QM,AD,FI,SC,1,1659
75.607651,M,1,FA,FA,AD,IN,AR,MI,1,1660
75.606163,M,1,IN,IN,AD,AR,MP,FA,1,1661
75.594322,M,3,MP,MP,MI,AR,TC,AG,1,1662
75.582405,M,1,QM,MI,AG,QM,AD,MS,1,1663
75.581467,F,4,EN,EN,AD,MS,MP,OD,2,1664
75.576981,F,1,OD,MP,OD,MI,AG,FA,1,1665
75.573425,M,1,SC,SC,OD,MP,FA,CM,2,1666
75.572769,M,2,EN,EN,MI,FA,AR,IN,1,1667
75.563614,M,1,MI,MI,MP,TC,FA,OD,1,1668
75.563507,M,3,AG,AG,FI,SC,AD,MS,1,1669
75.545853,F,3,AG,AG,MS,FI,MI,MP,1,1670
75.538109,M,1,MI,MI,SC,MS,AV,EN,1,1671
75.53624,M,1,IN,IN,EN,MI,AR,MS,1,1672
75.529922,F,1,MP,MP,EN,AD,OD,TC,1,1673
75.52829,M,4,FI,FI,QM,AR,FA,MP,2,1674
75.521919,M,2,EN,AR,EN,FA,MI,IN,1,1675
75.507019,F,1,EN,EN,OD,MP,SC,CM,2,1676
75.501801,M,1,CM,MP,FA,CM,MI,SC,1,1677
75.477814,M,1,TC,TC,QM,OD,AR,AG,1,1678
75.472206,M,1,AG,AG,AD,QM,FI,MI,1,1679
75.461327,M,1,SC,SC,AR,IN,AV,EN,1,1680
75.456665,F,3,AG,AG,FI,MS,SC,EN,2,1681
75.424812,M,1,FA,AR,FA,EN,OD,TC,1,1682
75.423653,M,1,IN,IN,EN,MS,MI,TC,4,1683
75.413025,M,3,QM,QM,TC,MP,FA,CM,1,1684
75.400986,M,1,FA,AR,FA,IN,EN,MP,1,1685
75.399017,M,1,EN,EN,IN,FA,MP,AR,4,1686
75.389755,M,1,IN,AR,IN,EN,FA,MP,2,1687
75.389595,M,1,IN,IN,AR,EN,MI,FA,1,1688
75.387367,M,1,IN,IN,EN,AR,FA,OD,1,1689
75.372559,M,1,MI,MI,AR,MP,OD,QM,1,1690
75.36776,M,1,SC,SC,MI,AR,OD,EN,1,1691
75.366722,M,1,MI,MI,AD,MP,AR,OD,1,1692
75.351936,M,1,TC,AG,TC,QM,AD,MP,1,1693
75.351936,M,1,MS,MS,MI,SC,EN,FA,1,1694
75.345032,M,1,IN,IN,AR,EN,MS,MI,2,1695
75.343781,F,2,AG,AG,QM,CM,MP,EN,1,1696
75.328102,M,1,MP,MP,IN,FA,AR,AD,1,1697
75.319122,M,1,TC,MI,SC,TC,AD,QM,3,1698
75.284256,M,5,EN,EN,SC,AR,IN,QM,1,1699
75.278107,M,1,MI,MI,EN,AR,IN,SC,1,1700
75.277237,F,1,MS,MS,QM,AG,MI,AD,1,1701
75.273178,M,1,MI,MI,AR,EN,FA,SC,1,1702
75.269783,F,1,AG,AG,SC,MI,FI,EN,2,1703
75.269302,M,4,IN,IN,AR,FA,EN,CM,1,1704
75.26796,M,4,CM,MS,CM,EN,QM,MP,1,1705
75.261642,M,1,IN,IN,EN,MI,OD,AR,2,1706
75.251472,F,2,MP,MP,MI,TC,MS,OD,2,1707
75.238876,M,1,OD,EN,OD,AR,QM,FI,4,1708
75.231384,M,3,AV,AV,MP,FA,MS,EN,2,1709
75.208519,M,1,MI,MI,AD,OD,SC,AR,1,1710
75.203957,M,1,FI,FI,AG,MS,AR,QM,2,1711
75.202621,M,1,MS,MS,CM,QM,AR,AG,3,1712
75.200195,M,1,FA,FA,SC,AD,OD,TC,1,1713
75.172096,M,1,FI,FI,AG,EN,QM,OD,2,1714
75.169312,M,1,AV,AV,AD,QM,FA,MP,1,1715
75.168617,M,1,SC,SC,EN,QM,MI,MS,1,1716
75.160637,F,1,MP,MP,TC,OD,EN,MS,2,1717
75.158348,M,1,EN,EN,SC,TC,AR,FA,4,1718
75.145668,M,1,IN,IN,MS,AR,MP,MI,1,1719
75.136208,M,3,OD,OD,QM,IN,TC,FI,1,1720
75.105583,M,1,IN,AR,IN,FA,MP,MI,1,1721
75.071724,M,1,AG,AG,EN,QM,AR,MS,1,1722
75.067322,M,1,CM,SC,CM,IN,QM,TC,1,1723
75.05397,M,1,IN,IN,SC,FA,AR,MI,3,1724
75.053596,M,1,QM,IN,MI,QM,EN,AR,3,1725
75.015755,F,3,OD,MS,MI,OD,CM,AD,3,1726
75.004501,F,1,EN,EN,QM,AG,FI,SC,1,1727
74.990425,M,4,CM,MS,CM,AD,MP,AR,3,1728
74.989059,M,4,AV,AV,MI,MP,AR,IN,1,1729
74.980011,M,1,FA,AR,FA,EN,IN,MI,1,1730
74.970589,M,1,TC,AR,EN,TC,IN,SC,1,1731
74.962463,F,1,SC,SC,AG,EN,OD,MI,1,1732
74.946373,M,1,AV,AV,MI,MS,SC,TC,1,1733
74.943031,M,3,AV,AV,IN,EN,MI,MS,2,1734
74.937492,F,1,OD,AG,OD,QM,CM,MI,1,1735
74.929428,F,3,MS,MS,AG,FI,MP,MI,3,1736
74.910233,M,1,IN,IN,AR,FA,EN,SC,2,1737
74.904778,M,4,MS,MS,SC,AR,MI,EN,3,1738
74.900131,M,1,CM,AR,CM,EN,MI,OD,4,1739
74.892044,M,4,MI,MI,SC,IN,EN,AR,1,1740
74.866409,M,1,AV,AV,TC,SC,EN,QM,4,1741
74.844971,M,5,MI,AR,MI,EN,SC,IN,1,1742
74.842125,M,1,MI,MI,FA,AR,IN,EN,1,1743
74.834976,M,1,EN,EN,FA,AR,MP,IN,4,1744
74.825668,M,1,IN,AR,IN,SC,EN,MS,1,1745
74.823517,M,1,MI,MI,SC,CM,AR,EN,4,1746
74.816498,M,1,AV,AV,AR,EN,QM,FI,4,1747
74.808273,M,1,MI,MI,SC,MP,FA,QM,2,1748
74.797913,M,1,MP,MP,IN,EN,AR,QM,1,1749
74.778633,M,1,IN,IN,AR,MP,EN,AD,1,1750
74.776695,M,2,QM,QM,OD,TC,EN,FI,4,1751
74.776115,M,1,AG,AG,QM,OD,AR,FI,2,1752
74.766022,M,1,TC,FA,TC,QM,SC,IN,1,1753
74.737144,M,1,QM,AR,QM,OD,EN,SC,1,1754
74.72683,M,1,OD,FA,OD,TC,MP,AR,1,1755
74.722061,M,1,EN,AR,EN,FA,IN,MP,3,1756
74.705101,M,1,EN,AR,EN,MP,IN,FA,2,1757
74.701935,M,1,IN,IN,AR,FA,MP,FI,2,1758
74.696236,M,1,IN,IN,AR,FA,AD,MI,1,1759
74.694031,M,1,OD,OD,SC,CM,EN,AD,1,1760
74.693108,M,1,CM,MS,MP,CM,AR,MI,1,1761
74.678818,M,1,MI,MI,SC,TC,AR,OD,1,1762
74.676506,M,4,OD,EN,MI,OD,FI,AD,4,1763
74.673111,M,1,IN,AR,IN,MI,SC,AD,1,1764
74.671059,F,3,MS,MS,SC,AG,FI,TC,3,1765
74.668533,M,1,MI,AR,MI,FA,IN,MP,1,1766
74.659836,M,1,EN,EN,FA,IN,AR,MI,4,1767
74.653099,M,1,MP,MP,FA,TC,IN,AR,1,1768
74.652367,M,1,IN,IN,MI,FA,AR,EN,1,1769
74.64785,M,3,QM,QM,MS,AG,AD,SC,1,1770
74.640495,M,1,QM,QM,TC,EN,IN,AD,1,1771
74.638596,M,1,IN,IN,FA,AR,AD,MP,2,1772
74.628166,M,2,FA,AR,FA,MI,IN,FI,1,1773
74.614243,M,1,IN,IN,EN,AR,FA,CM,1,1774
74.608368,M,1,TC,TC,SC,MP,AR,MI,1,1775
74.596054,M,2,IN,IN,AR,FA,MP,EN,1,1776
74.591011,M,1,AV,AV,MS,OD,AD,EN,2,1777
74.590843,M,1,EN,EN,AR,IN,SC,FA,2,1778
74.584999,M,3,SC,SC,EN,FI,FA,MS,1,1779
74.571671,M,1,EN,EN,IN,MP,FA,AD,1,1780
74.568604,M,3,EN,EN,IN,AR,MP,FA,4,1781
74.5214,M,1,MI,MI,AR,SC,EN,MP,1,1782
74.505333,M,1,IN,IN,AR,TC,FA,AD,2,1783
74.497803,M,1,TC,QM,TC,SC,EN,OD,4,1784
74.497589,M,3,MP,MP,QM,IN,MI,AD,1,1785
74.494186,M,1,TC,AD,AR,TC,OD,IN,2,1786
74.49157,M,2,MP,MP,MI,QM,AR,IN,1,1787
74.480995,M,1,QM,QM,MS,MP,AD,MI,1,1788
74.472984,M,1,EN,EN,MI,AR,FA,IN,4,1789
74.432083,M,1,EN,EN,AR,SC,FA,MS,2,1790
74.430138,M,4,TC,TC,OD,QM,FA,AG,1,1791
74.416679,F,3,QM,QM,MS,AG,FI,MP,1,1792
74.407074,M,5,FA,FA,IN,AR,MI,EN,1,1793
74.405914,M,1,TC,MI,IN,TC,OD,AR,1,1794
74.405113,F,1,EN,MP,EN,TC,MI,FA,1,1795
74.37867,F,1,TC,TC,QM,MP,EN,SC,1,1796
74.357803,M,1,MS,MS,FA,OD,MP,AR,3,1797
74.355232,M,3,OD,AR,OD,FA,QM,SC,2,1798
74.350372,M,2,OD,AR,FA,OD,SC,CM,1,1799
74.329941,M,4,EN,EN,QM,OD,TC,MP,2,1800
74.326668,M,2,EN,EN,FA,IN,SC,AR,1,1801
74.313354,M,2,CM,CM,EN,AR,MP,MI,4,1802
74.313141,M,1,TC,MP,FA,TC,AR,SC,2,1803
74.297523,M,3,EN,EN,SC,AD,AR,IN,4,1804
74.293449,M,1,FA,FA,SC,OD,EN,MS,1,1805
74.28582,M,1,FA,AR,FA,EN,MP,TC,2,1806
74.280914,M,4,SC,SC,OD,QM,FA,TC,2,1807
74.28054,M,1,SC,SC,EN,IN,AR,FA,1,1808
74.267014,M,1,SC,SC,AR,MP,MS,QM,1,1809
74.253311,M,1,AG,AG,MS,MP,EN,OD,2,1810
74.236877,M,1,MI,IN,MI,EN,AR,MP,4,1811
74.21447,F,1,OD,MS,AG,OD,QM,SC,1,1812
74.209793,M,1,MI,IN,MI,MP,EN,QM,1,1813
74.202019,M,1,SC,SC,AR,QM,MI,MS,1,1814
74.171341,M,1,MI,MI,FA,AR,IN,MP,1,1815
74.141701,M,1,MS,MS,MI,QM,AD,SC,1,1816
74.119164,F,1,MS,MS,FA,MI,EN,AG,1,1817
74.107643,M,4,TC,AR,TC,OD,IN,MP,1,1818
74.079597,M,1,EN,EN,MI,OD,IN,FA,1,1819
74.073814,M,1,TC,MP,TC,SC,AR,AD,1,1820
74.071991,M,1,MS,MS,SC,FA,EN,AG,2,1821
74.052689,M,1,MI,MI,MS,EN,MP,IN,2,1822
74.051262,F,1,MS,MS,SC,OD,AG,FI,1,1823
74.043159,M,1,MS,MS,MP,QM,EN,MI,1,1824
74.042679,M,1,TC,AG,QM,TC,AD,SC,1,1825
74.027458,M,2,MI,MI,QM,AG,AD,SC,1,1826
74.021797,M,3,MS,MS,AV,MI,CM,QM,3,1827
